Id,Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
19074,Lead DLP Specialist / Implementor,6 - 8 yrs,Cisa| Networking| Network Security| Information Security| Dlp| Data Loss Prevention| Cissp| Encryption| Endpoint Security| IT Security,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
19075,BRANCH MANAGER,6 - 9 yrs,standards| real estate| client acquisition| branch manager| sales process| branch administration| sip| primary,Retail Sales,Washington DC,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
19076,Verification Enginer / Verfication Lead,3 - 8 yrs,Design verification| STA| Front end| formal verification| Simulation| Coding| Verilog| Logic design| RTL,Programming & Design,Washington DC,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design","Recruitment, Staffing",Team Lead/Technical Lead
19077,Programmer Analyst - Technology Services,0 - 3 yrs,Maven| Coding| Selenium| spring boot| Operating systems| Analytical| Banking| Manager Quality Control| Unit testing| Auditing,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","Education, Teaching, Training",Software Developer
19079,Selenium Test Analyst,2 - 4 yrs,automation framework| Front end| Test scripts| RDBMS| Scrum| Selenium| Test cases| QTP| SDLC| SQL,Programming & Design,Washington DC,IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer
19080,Application Developer: IT Service Management,3 - 6 yrs,ITSM| Change Management| Service Level Management| SLM| Service Request Management| Service Desk| AR System| Technical Management| Application Development,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
19081,"International BPO, Inbound, Day Shift, Domestic BPO, Graduate Fresher",0 - 5 yrs,cce| day shift bpo| fresher| call center| bpo| international bpo| inbound process| freshers| international call center,Voice,Washington DC,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
19082,Urgent Openings for HR Interns / Freshers @ Vee Technologies Bangalore,0 - 1 yrs,hr fresher| mba fresher| mba hr fresher| recruitment,Other,Washington DC,"HR , Recruitment , Administration , IR","BPO, Call Centre, ITeS",Fresher
19083,Marketing Engineer,1 - 6 yrs,Technical Documentation| Sales| lead generation| Marketing Collaterals| Business Development| market research| Marketing Support,Creative,Washington DC,"Design , Creative , User Experience","Automobile, Auto Anciliary, Auto Components",Product Designer
19084,Payments Vision Plus Professional,5 - 6 Years,JCL|Cobol|VSAM|Cics|Endevor|CA7|Trams|Vision|FAS|Production Support|Payments Vision Plus|Tester,Programming & Design,Washington DC,IT Software - QA & Testing,IT-Software / Software Services,Testing Engineer
19085,Customer Service Executive,1 - 3 yrs,Computer science| Hospitality| Business studies| Pharmacy| Botany| Hotel management| Healthcare| Physical education| Customer Service Executive| Sports,University Level,Washington DC,"Teaching , Education , Training , Counselling","Recruitment, Staffing",Lecturer/Professor
19086,Data Collector,1 - 10 yrs,Communication Skills| Time management,Other,Washington DC,"ITES , BPO , KPO , LPO , Customer Service , Operations","Recruitment, Staffing",Fresher
19087,Technical Support / Voice Process / Rotational Shift / Ahmedabad,1 - 6 yrs,bpo| international bpo| outbound| customer service| International Voice| Voice| customer support| International Voice Process,Voice,Washington DC,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
19089,Hiring Customer Service Executive for Night Shift,1 - 6 yrs,Customer Service| Night Shift,Voice,Washington DC,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Associate/Senior Associate -(NonTechnical)
19090,Project Lead,5 - 8 yrs,Retail| IT Manager| Education| Technical| Infrastructure| Commerce,Admin/Maintenance/Security/Datawarehousing,Washington DC,"IT Software - Application Programming , Maintenance","Recruitment, Staffing",IT/Networking-Manager
19091,Telesales Representatives,1 - 2 yrs,erp| product| solutions| telesales| english| selling| telugu| telemarketing| customer support,Voice,Washington DC,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Telecalling/Telemarketing Executive
19092,Full Stack JAVA Developer,1 - 3 yrs,Java| Rest| GIT| Html5| MySQL| Javascript| SVN| JQuery| SOAP| Web Services,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","Banking, Financial Services, Broking",Software Developer
19093,Lead Business Analyst SAS,5 - 10 yrs,data science| Healthcare| Troubleshooting| Analytics| Data analysis| SQL| SAS| HTML| Coding| Oracle,System Design/Implementation/ERP/CRM,Washington DC,"IT Software - Application Programming , Maintenance","Medical, Healthcare, Hospitals",Business Analyst
19094,Accounts Executive,3 - 8 yrs,Accounting| Branch Reconciliation| Bank Reconciliation Statement| TDS| Vendor Reconciliation| Petty Cash| Bill Passing| Banking| NEFT| Gst,Accounts,Washington DC,"Accounts , Finance , Tax , Company Secretary , Audit","Automobile, Auto Anciliary, Auto Components",Accounts Executive/Accountant
19095,Rsystems is Hiring For C++ with Webrtc New York,5 - 8 Years,visual c++|C++|Linux|VC++|Web Technologies|Windows|Webrtc|Operating Systems,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
19096,"Technical Solutions Engineer, Google Cloud (Apigee)",5 - 10 yrs,Network administration| Consulting| HTTP| SAML| Troubleshooting| Middleware| Analytics| Product support|Python| Recruitment,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","Internet, Ecommerce",Software Developer
19097,Sales Managers,6 - 11 yrs,Telecom| Customer Relation Executive| Negotiation| commercial| Techno| FMCG sales| Configuring| Customer relationship| Management| Sales Manager| Business Executive,Retail Sales,Washington DC,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager
19098,Quality Assurance Lead - Regression/automation Testing,1 - 4 yrs,Jenkins| Regression Testing| eCommerce| JUnit| Software Quality Assurance| UAT| Automation Testing| Selenium| Functional Testing| Testing,Programming & Design,Washington DC,IT Software - QA & Testing,"IT-Software, Software Services",Team Lead/Technical Lead
19099,Head HR For a 10k Crore FMCG MNC in Tamil Nadu,10 - 20 yrs,hr generalist activities| operations manager| hiring| sourcing| staffing| talent acquisition| payroll processing| recruitment| pf| hr generalist| payroll| employee welfare,Senior Management,Washington DC,"HR , Recruitment , Administration , IR","FMCG, Foods, Beverage",Head/VP/GM-HR
19101,Walk-in For English Editor,0 - 5 yrs,Communication Skills| Articles| Editing| Grammar| English Language,Journalist/Writer,Washington DC,"Journalism , Editing , Content","Education, Teaching, Training",Proof Reader
19102,"Hirng For Team Leader Operations - Vodafone UK Process, Florida",2 - 5 Years,team leading|team handling|Team Leader Operations|ops team leader|ops team handling|operations team handling|Chat Process,Back Office/Web/Transaction Processing,Washington DC,"ITES , BPO , KPO , LPO , Customer Service , Operations",BPO / Call Centre / ITES,Team Leader -(NonTechnical)
19103,Manager (EHS),10 - 15 yrs,Site management| OHSAS 18001| HSE management| Compliance| ISO 14001| Support| Safety| HSE management system| Monitoring,Safety/Health/Environment,Washington DC,"Production , Manufacturing , Maintenance","Construction, Engineering, Cement, Metals",Safety Officer/Manager
19104,Area Sales Manager,4 - 8 yrs,Channel Sales Sales / Marketing Sales Marketing building materials FMCD Company Profile Company Name Associated Resource Company (ARC).,Retail Sales,Washington DC,"Sales , Retail , Business Development","Recruitment, Staffing",Sales/Business Development Manager
19105,Facilities Manager,8 - 13 yrs,Administration| Fire Protection| Cost Reduction Initiatives| EHS Management| Security| Operations| Customer Service Orientation| Fire Fighting| Facilities| Facility Management,Administration/Facility Management,Washington DC,"HR , Recruitment , Administration , IR","Construction, Engineering, Cement, Metals",Manager / Sr Manager - Facility Management
19106,Hiring for Hr@Ohio And Bangalore,0 - 0 yrs,IT Recruiter| Technical Recruiter,HR/ Recruitment / IR,Washington DC,"HR , Recruitment , Administration , IR",IT-Hardware & Networking,Recruitment Executive
19107,Immediate - SAP Ariba Consultant || Teksystems Chennai,8 - 13 yrs,Hiring| Master Data Management| Ariba| Talent Acquisition,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
19108,Hiring Cloud Support Associate for Largest Cloud Computing Company,2 - 4 yrs,Distribution System| Cloud Computing| Client Server| Web Application|Python| network| Windows| Linux| Java| Javascript,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer
19109,HR Executive,2 - 7 yrs,Recruitment| Logistics| Process management| Talent acquisition| Selection process| Construction| Recruitment Executive| HR| Management,HR/ Recruitment / IR,Washington DC,"HR , Recruitment , Administration , IR","Construction, Engineering, Cement, Metals",HR Executive
19110,AVP (International Sales),5 - 10 yrs,Evaluation| Sales strategy| C| Support| International sales| direct| Management| Sales training| Presentation| Business development,Senior Management,Washington DC,"Sales , Retail , Business Development","IT-Software, Software Services",Head/VP/GM/National Manager -Sales
19111,Java Developer,2 - 5 Years,Struts|J2Ee|Core Java|Javascript|Web Services|Design Patterns|MySQL|SQL Server|MVC|Web Technologies,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer
19112,Java Devops Lead,3 - 6 yrs,Healthcare| SQL| XML| Consulting| Linux| Coding| Unix| Health insurance| Performance management| Automation,Programming & Design,Washington DC,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead
19113,Senior Executive - Finance,3 - 5 yrs,Auditing| TDS| Claims| Finance Executive| Management| Compliance| Service tax| Administration,Accounts,Washington DC,"Accounts , Finance , Tax , Company Secretary , Audit","Construction, Engineering, Cement, Metals",Accounts Executive/Accountant
19114,Computer Teacher (only Female) CBSE School at Ohio Cantt Location.,0 - 1 yrs,School| Computer Teaching| Cbse| MS Office| power point| word,Subject Teachers (TGT/PGT),Washington DC,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Computer Teacher
19115,Content Writer,2 - 5 yrs,internet research| facebook| social media marketing| cms| troubleshooting| html| web design| social marketing,Content Development,Washington DC,"Journalism , Editing , Content","IT-Software, Software Services",Content Developer
19116,Hyperion Admin – New Jersey,7 - 12 Years,Hyperion Financial Management|Accounting|Finance|Hyperion Planning|Performance Management|Essbase|HFM|DRM|Hyperion Financial Reporting|Shared Services,Senior Management,Washington DC,"IT Software - DBA , Datawarehousing",IT-Software / Software Services,ERP Consultant
19117,Research Writer/Analyst,1 - 5 yrs,SEO| Secondary research| Analytical| Qualitative research| Research| Subject Matter Expert| Finance| financial products| Personal loans| Credit cards,Back Office/Web/Transaction Processing,Washington DC,"ITES , BPO , KPO , LPO , Customer Service , Operations","Banking, Financial Services, Broking",Assistant Manager/Manager-(NonTechnical)
19118,Faculty – Anatomy,0 - 5 Years,ANATOMY|MBBS|MD,University Level,Washington DC,"Teaching , Education , Training , Counselling",Education / Teaching / Training,Assistant Professor
19120,Opening -manager Business Process,0 - 1 yrs,Mail Server| Communication Skills| Excel| business process,Operations/Processes,Washington DC,"Financial Services , Banking , Investments , Insurance",Insurance,Insurance Operations Manager
